period,Find.Territory,Source.Territory,Find.Site,Source.Site,sites.counts
High.Roman,Anatolia,Anatolia,Side,Amastris (Paphlagonia),1
High.Roman,Anatolia,Anatolia,Side,Amisus (Pontus),1
High.Roman,Anatolia,Anatolia,Side,Amyntas (Galatia),1
High.Roman,Anatolia,Anatolia,Side,Aspendos (Pamphylia),3
High.Roman,Anatolia,Anatolia,Side,Chios (Ionia),1
High.Roman,Anatolia,Anatolia,Side,Etenna (Pisidia),1
High.Roman,Anatolia,Anatolia,Side,Germe (Mysia),1
High.Roman,Anatolia,Anatolia,Side,Magnesia (Ionia),1
High.Roman,Anatolia,Anatolia,Side,Magydos (Pamphylia),1
High.Roman,Anatolia,Anatolia,Side,Myra (Lycia),1
High.Roman,Anatolia,Anatolia,Side,Pergamon,1
High.Roman,Anatolia,Anatolia,Side,Rhodes (Caria),1
High.Roman,Anatolia,Anatolia,Side,Selge (Pisidia),10
High.Roman,Anatolia,Anatolia,Side,Side,26
High.Roman,Anatolia,Anatolia,Side,Sinope (Paphlagonia),1
High.Roman,Anatolia,Anatolia,Side,Termessos (Pisidia),1
High.Roman,Anatolia,Anatolia,Troy,Alexandria Troas,4
High.Roman,Anatolia,Anatolia,Troy,Amisus (Pontus),1
High.Roman,Anatolia,Anatolia,Troy,Antandrus,1
High.Roman,Anatolia,Anatolia,Troy,Cyzicus,1
High.Roman,Anatolia,Anatolia,Troy,Dardanus,1
High.Roman,Anatolia,Anatolia,Troy,Dia (Bithynia),1
High.Roman,Anatolia,Anatolia,Troy,Ilium,78
High.Roman,Anatolia,Anatolia,Troy,Mytilene (Lesbos),2
High.Roman,Anatolia,Anatolia,Troy,Parium,10
High.Roman,Anatolia,Anatolia,Troy,Pergamum,2
High.Roman,Anatolia,Anatolia,Troy,Smyrna (Ionia),1
High.Roman,Anatolia,Anatolia,Troy,uncertain,1
High.Roman,Anatolia,Balkans,Sardis,Corinth,1
High.Roman,Anatolia,Balkans,Troy,Athens,1
High.Roman,Anatolia,Balkans,Troy,Byzantium,1
High.Roman,Anatolia,Cilicia,Ephesus,Hieropolis Kastabala,1
High.Roman,Anatolia,Egypt,Sardis,Alexandria,1
High.Roman,Anatolia,Italy/Sicily,Andriake (Myra),Rome,8
High.Roman,Anatolia,Italy/Sicily,Aphrodisias,Rome,4
High.Roman,Anatolia,Italy/Sicily,Ephesus,Rome,2
High.Roman,Anatolia,Italy/Sicily,Hierapolis,Rome,1
High.Roman,Anatolia,Italy/Sicily,Niksar,Rome,3
High.Roman,Anatolia,Italy/Sicily,Sagalassos,Rome,4
High.Roman,Anatolia,Italy/Sicily,Sardis,Rome,13
High.Roman,Anatolia,Italy/Sicily,Side,Rome,9
High.Roman,Anatolia,Southern Levant,Andriake (Myra),Judea,1
High.Roman,Anatolia,Southern Levant,Aphrodisias,uncertain,1
High.Roman,Anatolia,Syria,Cankirikapi,Antioch,2
High.Roman,Anatolia,Syria,Cankirikapi,Commagene,1
High.Roman,Anatolia,Syria,Cankirikapi,Hierapolis,1
High.Roman,Anatolia,West,Pergamon,uncertain,1
High.Roman,Anatolia,West,Sardis,Lugdunum,1
High.Roman,Anatolia,West,Troy,Lugdunum,1
High.Roman,Balkans,Africa,Athens,Numidia,1
High.Roman,Balkans,Anatolia,Athens,Adramyteion (Mysia),1
High.Roman,Balkans,Anatolia,Athens,Aigai (Aiolis),2
High.Roman,Balkans,Anatolia,Athens,Akmoneia (Phrygia),1
High.Roman,Balkans,Anatolia,Athens,Amisos (Pontos),3
High.Roman,Balkans,Anatolia,Athens,Amyntas (Galatia),1
High.Roman,Balkans,Anatolia,Athens,Apameia (Phrygia),1
High.Roman,Balkans,Anatolia,Athens,Assos (Troas),1
High.Roman,Balkans,Anatolia,Athens,Attaleia (Pamphylia),1
High.Roman,Balkans,Anatolia,Athens,Bithynia,1
High.Roman,Balkans,Anatolia,Athens,Chios,1
High.Roman,Balkans,Anatolia,Athens,Elaia (Aiolis),1
High.Roman,Balkans,Anatolia,Athens,Ephesus,7
High.Roman,Balkans,Anatolia,Athens,Ephesus (Ionia),4
High.Roman,Balkans,Anatolia,Athens,Hermokapelia (Lydia),1
High.Roman,Balkans,Anatolia,Athens,Ilion (Troas),1
High.Roman,Balkans,Anatolia,Athens,Lycia,3
High.Roman,Balkans,Anatolia,Athens,Methymna (Lesbos),1
High.Roman,Balkans,Anatolia,Athens,Metropolis,1
High.Roman,Balkans,Anatolia,Athens,Miletos,1
High.Roman,Balkans,Anatolia,Athens,Mylasa,1
High.Roman,Balkans,Anatolia,Athens,Myndos,1
High.Roman,Balkans,Anatolia,Athens,Mytilene (Lesbos),1
High.Roman,Balkans,Anatolia,Athens,Nicomedia,1
High.Roman,Balkans,Anatolia,Athens,Parion (Mysia),9
High.Roman,Balkans,Anatolia,Athens,Pergamon,2
High.Roman,Balkans,Anatolia,Athens,Perperene,2
High.Roman,Balkans,Anatolia,Athens,Phanagoria,1
High.Roman,Balkans,Anatolia,Athens,Rhodes,1
High.Roman,Balkans,Anatolia,Athens,Samos,5
High.Roman,Balkans,Anatolia,Athens,Selge (Pisidia),1
High.Roman,Balkans,Anatolia,Athens,Side (Pamphylia),1
High.Roman,Balkans,Anatolia,Athens,Sillyon (Pamphylia),1
High.Roman,Balkans,Anatolia,Athens,Smyrna,3
High.Roman,Balkans,Anatolia,Athens,Teos,1
High.Roman,Balkans,Anatolia,Corinth,Amisus,2
High.Roman,Balkans,Anatolia,Corinth,Apameia (Phrygia),1
High.Roman,Balkans,Anatolia,Corinth,Mytilene (Lesbos),2
High.Roman,Balkans,Anatolia,Corinth,Phocaea,1
High.Roman,Balkans,Anatolia,Corinth,Sardes (Lydia),1
High.Roman,Balkans,Balkans,Athens,Aigion (Achaea),2
High.Roman,Balkans,Balkans,Athens,Ainianes (Thessaly),1
High.Roman,Balkans,Balkans,Athens,Amphipolis,2
High.Roman,Balkans,Balkans,Athens,Athens,6148
High.Roman,Balkans,Balkans,Athens,Athens/Imbros,16
High.Roman,Balkans,Balkans,Athens,Athens/Lemnos,1
High.Roman,Balkans,Balkans,Athens,Athens/Skyros,5
High.Roman,Balkans,Balkans,Athens,Chalkis (Euboia),31
High.Roman,Balkans,Balkans,Athens,Corinth (Corinthia),71
High.Roman,Balkans,Balkans,Athens,Delphi,3
High.Roman,Balkans,Balkans,Athens,Dion,1
High.Roman,Balkans,Balkans,Athens,Dyrrhachion,6
High.Roman,Balkans,Balkans,Athens,Elis,3
High.Roman,Balkans,Balkans,Athens,Histiaia (Euboia),6
High.Roman,Balkans,Balkans,Athens,Karystos (Euboia),5
High.Roman,Balkans,Balkans,Athens,Knossos,1
High.Roman,Balkans,Balkans,Athens,Korkyra (Epirus),11
High.Roman,Balkans,Balkans,Athens,Kythnos,2
High.Roman,Balkans,Balkans,Athens,Lakedaimon (Laconia),17
High.Roman,Balkans,Balkans,Athens,Maroneia,3
High.Roman,Balkans,Balkans,Athens,Megara (Megaris),15
High.Roman,Balkans,Balkans,Athens,Melos,1
High.Roman,Balkans,Balkans,Athens,Nikopolis (Epirus),4
High.Roman,Balkans,Balkans,Athens,Orchomenos (Boetia),1
High.Roman,Balkans,Balkans,Athens,Pagai (Megaris),1
High.Roman,Balkans,Balkans,Athens,Patrai (Achaea),8
High.Roman,Balkans,Balkans,Athens,Pautalia,1
High.Roman,Balkans,Balkans,Athens,Peparethos (Thessaly),1
High.Roman,Balkans,Balkans,Athens,Philippoi,3
High.Roman,Balkans,Balkans,Athens,SamoEastern Europe,4
High.Roman,Balkans,Balkans,Athens,Sikyon (Sikyonia),6
High.Roman,Balkans,Balkans,Athens,Skodra,1
High.Roman,Balkans,Balkans,Athens,Syros,3
High.Roman,Balkans,Balkans,Athens,Tanagra (Boetia),8
High.Roman,Balkans,Balkans,Athens,Thespiai (Boetia),4
High.Roman,Balkans,Balkans,Athens,Thessalonica,3
High.Roman,Balkans,Balkans,Athens,Troizen,1
High.Roman,Balkans,Balkans,Athens,uncertain,3
High.Roman,Balkans,Balkans,Athens,uncertain (Thessaly),31
High.Roman,Balkans,Balkans,Corinth,Aegium,2
High.Roman,Balkans,Balkans,Corinth,Argos (Argolis),35
High.Roman,Balkans,Balkans,Corinth,Chalcis,3
High.Roman,Balkans,Balkans,Corinth,Corcyra,3
High.Roman,Balkans,Balkans,Corinth,Corinth,368
High.Roman,Balkans,Balkans,Corinth,Delphi,2
High.Roman,Balkans,Balkans,Corinth,Epidaurus,1
High.Roman,Balkans,Balkans,Corinth,Lacedaemon,16
High.Roman,Balkans,Balkans,Corinth,Megara,2
High.Roman,Balkans,Balkans,Corinth,Nicopolis,2
High.Roman,Balkans,Balkans,Corinth,Patrae,17
High.Roman,Balkans,Balkans,Corinth,Peparethus,1
High.Roman,Balkans,Balkans,Corinth,Pheneus,1
High.Roman,Balkans,Balkans,Corinth,Syros,1
High.Roman,Balkans,Balkans,Corinth,Tanagra,2
High.Roman,Balkans,Balkans,Corinth,Tegea,1
High.Roman,Balkans,Balkans,Corinth,Thelpusa,1
High.Roman,Balkans,Balkans,Corinth,Thespiae,4
High.Roman,Balkans,Balkans,Corinth,Thessalonica,2
High.Roman,Balkans,Balkans,Corinth,Troezen,1
High.Roman,Balkans,Balkans,Corinth,uncertain,1
High.Roman,Balkans,Balkans,Histria,Histria,683
High.Roman,Balkans,Balkans,Histria,Nicopolis ad Istrum,1
High.Roman,Balkans,Balkans,Histria,Tomis,2
High.Roman,Balkans,Balkans,Nicopolis ad Istrum,Marcianopolis,1
High.Roman,Balkans,Balkans,Nicopolis ad Istrum,Nicopolis,8
High.Roman,Balkans,Cappadocia,Corinth,Caesarea,1
High.Roman,Balkans,Cilicia,Athens,Tarsus,1
High.Roman,Balkans,Cilicia,Corinth,Aegeae,1
High.Roman,Balkans,Egypt,Athens,Alexandria,8
High.Roman,Balkans,Egypt,Athens,uncertain,1
High.Roman,Balkans,Egypt,Corinth,Alexandria,1
High.Roman,Balkans,Italy/Sicily,Athens,Cisalpine Celts,1
High.Roman,Balkans,Italy/Sicily,Athens,Rome,244
High.Roman,Balkans,Italy/Sicily,Corinth,Rome,76
High.Roman,Balkans,Italy/Sicily,Corinth,Rome?,2
High.Roman,Balkans,Italy/Sicily,Histria,Rome?,64
High.Roman,Balkans,Italy/Sicily,Nicopolis ad Istrum,Rome,16
High.Roman,Balkans,Southern Levant,Athens,uncertain,8
High.Roman,Balkans,Syria,Athens,Antioch,2
High.Roman,Balkans,Syria,Corinth,Antioch,2
High.Roman,Balkans,Syria,Corinth,Seleucia Pieria,1
High.Roman,Balkans,West,Athens,Lyons,3
High.Roman,Cilicia,Anatolia,Tarsus,Galatia,1
High.Roman,Cilicia,Anatolia,Tarsus,Laodicia (Phrygia) and Smyrna (Ionia),1
High.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Aegeae,1
High.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Corycus,2
High.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Elaiussa,4
High.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Sebaste,3
High.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Tarsus,2
High.Roman,Cilicia,Cilicia,Tarsus,Adana,1
High.Roman,Cilicia,Cilicia,Tarsus,Corycus,1
High.Roman,Cilicia,Cilicia,Tarsus,Hieropolis Castabala,1
High.Roman,Cilicia,Cilicia,Tarsus,Tarsus,23
High.Roman,Cilicia,Cilicia,Tarsus,Zephyrium,5
High.Roman,Cilicia,Cilicia,Yüceören Tepesi,Aegeae,2
High.Roman,Cilicia,Italy/Sicily,Yüceören Tepesi,Rome?,1
High.Roman,Cilicia,Syria,Tarsus,Antioch,1
High.Roman,Cilicia,Syria,Tarsus,Laodicea ad Mare,1
High.Roman,Cilicia,Syria,Yüceören Tepesi,uncertain,1
High.Roman,Cyprus,Anatolia,Kourion,Cyzicus,4
High.Roman,Cyprus,Anatolia,Kourion,Iasus (Caria),1
High.Roman,Cyprus,Anatolia,Kourion,Pergamon,1
High.Roman,Cyprus,Anatolia,Kourion,Perge (Pamphylia),2
High.Roman,Cyprus,Anatolia,Kourion,Selge (Pisidia),2
High.Roman,Cyprus,Anatolia,Paphos,Ephesus,1
High.Roman,Cyprus,Anatolia,Paphos,Hermocapelia,1
High.Roman,Cyprus,Anatolia,Paphos,Miletus (Ionia),1
High.Roman,Cyprus,Anatolia,Paphos,Perge,2
High.Roman,Cyprus,Anatolia,Paphos,Phaselis (Lycia),1
High.Roman,Cyprus,Anatolia,Paphos,Selge (Pisidia),3
High.Roman,Cyprus,Anatolia,Paphos,Side (Pamphylia),1
High.Roman,Cyprus,Cyprus,Kourion,uncertain,113
High.Roman,Cyprus,Cyprus,Paphos,Paphos,161
High.Roman,Cyprus,Egypt,Kourion,Alexandria,3
High.Roman,Cyprus,Egypt,Paphos,uncertain,5
High.Roman,Cyprus,Italy/Sicily,Kourion,Rome,28
High.Roman,Cyprus,Italy/Sicily,Paphos,Rome,2
High.Roman,Cyprus,Southern Levant,Kourion,Gaza,1
High.Roman,Cyprus,Southern Levant,Kourion,Nabataea,3
High.Roman,Cyprus,Southern Levant,Kourion,uncertain,19
High.Roman,Cyprus,Southern Levant,Paphos,Caesarea,4
High.Roman,Cyprus,Southern Levant,Paphos,Jerusalem,1
High.Roman,Cyprus,Southern Levant,Paphos,Nabataea,1
High.Roman,Cyprus,Southern Levant,Paphos,uncertain,18
High.Roman,Cyprus,Syria,Kourion,Antioch,2
High.Roman,Cyprus,Syria,Kourion,Berytus,7
High.Roman,Cyprus,Syria,Kourion,Tripolis,1
High.Roman,Cyprus,Syria,Kourion,Tyre,2
High.Roman,Cyprus,Syria,Paphos,Antioch,2
High.Roman,Cyprus,Syria,Paphos,Berytus,1
High.Roman,Cyprus,Syria,Paphos,Dora?,1
High.Roman,Cyprus,Syria,Paphos,Tyre,4
High.Roman,East,Anatolia,Dura Europos,Amasia (Pontus),1
High.Roman,East,Anatolia,Dura Europos,Apamea,1
High.Roman,East,Anatolia,Dura Europos,Cyme,1
High.Roman,East,Anatolia,Dura Europos,Ephesus,3
High.Roman,East,Anatolia,Dura Europos,Nicaea,1
High.Roman,East,Anatolia,Dura Europos,Rhodes,1
High.Roman,East,Anatolia,Dura Europos,Side,1
High.Roman,East,Anatolia,Dura Europos,Smyrna,2
High.Roman,East,Anatolia,Susa,Magnesia ad Sipylus,1
High.Roman,East,Balkans,Dura Europos,Argos,1
High.Roman,East,Balkans,Dura Europos,Corinth,1
High.Roman,East,Balkans,Dura Europos,Patrae,1
High.Roman,East,Balkans,Dura Europos,Tomis,1
High.Roman,East,Cappadocia,Dura Europos,Caesarea,67
High.Roman,East,Cappadocia,Dura Europos,Tyana,2
High.Roman,East,Cappadocia,Tall She Hamad/Magdalu,Caesarea,7
High.Roman,East,Cilicia,Dura Europos,Aegeae,1
High.Roman,East,Cilicia,Dura Europos,Hieropolis-Castabala,1
High.Roman,East,Cilicia,Dura Europos,Tarsus,1
High.Roman,East,East,Dura Europos,Carrhae,58
High.Roman,East,East,Dura Europos,Charax,2
High.Roman,East,East,Dura Europos,Ecbatana,11
High.Roman,East,East,Dura Europos,Edessa,17
High.Roman,East,East,Dura Europos,Seleucia Tigris,186
High.Roman,East,East,Dura Europos,uncertain,37
High.Roman,East,East,Seleucia Tigris,Characene (Spasinou Charax),1
High.Roman,East,East,Seleucia Tigris,Seleucia Tigris,353
High.Roman,East,East,Susa,Ecbatana,5
High.Roman,East,East,Susa,Ecbatana?,1
High.Roman,East,East,Susa,Elymais (Elam, Susiana),1
High.Roman,East,East,Susa,Seleucia Tigris,481
High.Roman,East,East,Susa,Spasinou Charax (Characene),40
High.Roman,East,East,Susa,Susa,357
High.Roman,East,East,Tall She Hamad/Magdalu,Carrhae,3
High.Roman,East,East,Tall She Hamad/Magdalu,Nisa,1
High.Roman,East,East,Tall She Hamad/Magdalu,Seleucia Tigris,1
High.Roman,East,East,Tall She Hamad/Magdalu,uncertain,3
High.Roman,East,Egypt,Dura Europos,Alexandria,2
High.Roman,East,Egypt,Susa,Alexandria,2
High.Roman,East,Italy/Sicily,Dura Europos,Rome,373
High.Roman,East,Italy/Sicily,Dura Europos,Rome ,1
High.Roman,East,Italy/Sicily,Seleucia Tigris,Rome,2
High.Roman,East,Italy/Sicily,Tall She Hamad/Magdalu,Rome,1
High.Roman,East,Southern Levant,Dura Europos,Ascalon,2
High.Roman,East,Southern Levant,Dura Europos,Caesarea,1
High.Roman,East,Southern Levant,Dura Europos,Jerash,1
High.Roman,East,Southern Levant,Dura Europos,Jerusalem,3
High.Roman,East,Southern Levant,Dura Europos,Neapolis,1
High.Roman,East,Southern Levant,Dura Europos,Petra,9
High.Roman,East,Southern Levant,Dura Europos,uncertain,23
High.Roman,East,Southern Levant,Susa,Jerusalem,1
High.Roman,East,Southern Levant,Susa,Petra,1
High.Roman,East,Southern Levant,Tall She Hamad/Magdalu,Aelia Capitolina,1
High.Roman,East,Syria,Dura Europos,Antioch,543
High.Roman,East,Syria,Dura Europos,Apamea,2
High.Roman,East,Syria,Dura Europos,Aradus,21
High.Roman,East,Syria,Dura Europos,Beroea,10
High.Roman,East,Syria,Dura Europos,Berytus,1
High.Roman,East,Syria,Dura Europos,Bostra,1
High.Roman,East,Syria,Dura Europos,Commagene,7
High.Roman,East,Syria,Dura Europos,Cyrrhus,5
High.Roman,East,Syria,Dura Europos,Emesa,2
High.Roman,East,Syria,Dura Europos,Gabala,1
High.Roman,East,Syria,Dura Europos,Germanicia Caesarea,1
High.Roman,East,Syria,Dura Europos,Hierapolis,64
High.Roman,East,Syria,Dura Europos,Laodicea Ad Mare,59
High.Roman,East,Syria,Dura Europos,Leucus on the Chrysorhoas,1
High.Roman,East,Syria,Dura Europos,Samosata,4
High.Roman,East,Syria,Dura Europos,Seleucia Pieria,3
High.Roman,East,Syria,Dura Europos,Sidon,4
High.Roman,East,Syria,Dura Europos,Tyre,11
High.Roman,East,Syria,Dura Europos,Zeugma,14
High.Roman,East,Syria,Seleucia Tigris,Antioch,1
High.Roman,East,Syria,Susa,Antioch,2
High.Roman,East,Syria,Tall She Hamad/Magdalu,Antioch,15
High.Roman,East,Syria,Tall She Hamad/Magdalu,Beroea,1
High.Roman,East,Syria,Tall She Hamad/Magdalu,Hierapolis,4
High.Roman,East,Syria,Tall She Hamad/Magdalu,Laodicea Mare,6
High.Roman,East,West,Dura Europos,Lugdunum,1
High.Roman,Egypt,Cyprus,Karanis,Paphos,1
High.Roman,Egypt,Egypt,Alexandria,Alexandria,223
High.Roman,Egypt,Egypt,Karanis,Alexandria,779
High.Roman,Egypt,Egypt,Karanis,Arsinoite Nome,7
High.Roman,Egypt,Egypt,Karanis,Hermopolite Nome,1
High.Roman,Egypt,Egypt,Karanis,Memphite Nome,1
High.Roman,Egypt,Egypt,Karanis,Oxyrhynchite Nome,1
High.Roman,Egypt,Egypt,Karanis,Pharbaetite Nome,1
High.Roman,Egypt,Egypt,Karanis,Phthenote Nome,1
High.Roman,Egypt,Egypt,Karanis,uncertain,1
High.Roman,Egypt,Egypt,Saqqara,Alexandria,8
High.Roman,Egypt,Egypt,Saqqara,Memphis,1
High.Roman,Egypt,Italy/Sicily,Alexandria,Rome,1
High.Roman,Egypt,Italy/Sicily,Karanis,Rome,2
High.Roman,Egypt,Southern Levant,Saqqara,uncertain,2
High.Roman,Egypt,Syria,Alexandria,Berytus,1
High.Roman,Italy/Sicily,Anatolia,Cosa,Stratoniceia,1
High.Roman,Italy/Sicily,Anatolia,Minturnae,Samos,1
High.Roman,Italy/Sicily,Balkans,Ordona,Buthrotum,1
High.Roman,Italy/Sicily,Balkans,Ordona,Perinthus,1
High.Roman,Italy/Sicily,Cappadocia,Ordona,Caesarea,1
High.Roman,Italy/Sicily,Egypt,Cosa,Alexandria,1
High.Roman,Italy/Sicily,Italy/Sicily,Cosa,Panormus,1
High.Roman,Italy/Sicily,Italy/Sicily,Cosa,Rome,145
High.Roman,Italy/Sicily,Italy/Sicily,Cosa,Rome?,88
High.Roman,Italy/Sicily,Italy/Sicily,Cosa,Umbria,1
High.Roman,Italy/Sicily,Italy/Sicily,Minturnae,Rome,138
High.Roman,Italy/Sicily,Italy/Sicily,Minturnae,Rome?,2
High.Roman,Italy/Sicily,Italy/Sicily,Ordona,Rome,119
High.Roman,Italy/Sicily,Italy/Sicily,Ordona,uncertain,7
High.Roman,Italy/Sicily,West,Cosa,Lugdunum,1
High.Roman,Italy/Sicily,West,Minturnae,Lugdunum,1
High.Roman,Italy/Sicily,West,Minturnae,uncertain,2
High.Roman,Southern Levant,Anatolia,Horvat 'Eleq,Lycia Aperlai,1
High.Roman,Southern Levant,Anatolia,Masada,Side,1
High.Roman,Southern Levant,Anatolia,Pella,Ephesus,1
High.Roman,Southern Levant,Anatolia,Samaria,Rhodes,1
High.Roman,Southern Levant,Anatolia,Samaria,Side,1
High.Roman,Southern Levant,Anatolia,Tel Anafa,Chalcis (Galatia),1
High.Roman,Southern Levant,Cappadocia,Jaffa,Caesarea,1
High.Roman,Southern Levant,Egypt,Caesarea Maritima,Alexandria,13
High.Roman,Southern Levant,Egypt,Jaffa,Alexandria,4
High.Roman,Southern Levant,Egypt,Jerash,Alexandria,5
High.Roman,Southern Levant,Egypt,Jerusalem,Alexandria,3
High.Roman,Southern Levant,Egypt,Jerusalem,Alexandria?,1
High.Roman,Southern Levant,Egypt,Masada,Alexandria,4
High.Roman,Southern Levant,Italy/Sicily,Bethsaida,Rome,1
High.Roman,Southern Levant,Italy/Sicily,Caesarea Maritima,Rome,8
High.Roman,Southern Levant,Italy/Sicily,Horvat 'Eleq,Rome,1
High.Roman,Southern Levant,Italy/Sicily,Jaffa,Rome,1
High.Roman,Southern Levant,Italy/Sicily,Jerash,Rome,8
High.Roman,Southern Levant,Italy/Sicily,Masada,Rome,1
High.Roman,Southern Levant,Italy/Sicily,Paneas,Rome,1
High.Roman,Southern Levant,Italy/Sicily,Pella,Rome,2
High.Roman,Southern Levant,Southern Levant,Bethsaida,Diocaesarea,1
High.Roman,Southern Levant,Southern Levant,Bethsaida,Jerusalem,7
High.Roman,Southern Levant,Southern Levant,Bethsaida,Paneas,3
High.Roman,Southern Levant,Southern Levant,Bethsaida,Paneas?,1
High.Roman,Southern Levant,Southern Levant,Bethsaida,Tiberias,5
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Ascalon,1
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Caesarea Maritima,26
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Caesarea Maritima?,4
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Gaza,1
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Jerusalem,159
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Nabataea,1
High.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Sepphoris,3
High.Roman,Southern Levant,Southern Levant,En-Gedi,Ascalon,1
High.Roman,Southern Levant,Southern Levant,En-Gedi,Caesarea,3
High.Roman,Southern Levant,Southern Levant,En-Gedi,Dora,1
High.Roman,Southern Levant,Southern Levant,En-Gedi,Jerusalem,10
High.Roman,Southern Levant,Southern Levant,En-Gedi,uncertain,1
High.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Caesarea,3
High.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Caesarea Maritima,1
High.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Jerusalem,43
High.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Sepphoris,1
High.Roman,Southern Levant,Southern Levant,Jaffa,Caesarea Maritima,1
High.Roman,Southern Levant,Southern Levant,Jaffa,Nabataean,3
High.Roman,Southern Levant,Southern Levant,Jaffa,Neapolis,2
High.Roman,Southern Levant,Southern Levant,Jaffa,Sepphoris-Diocaesarea,3
High.Roman,Southern Levant,Southern Levant,Jaffa,Tiberias,1
High.Roman,Southern Levant,Southern Levant,Jaffa,uncertain,52
High.Roman,Southern Levant,Southern Levant,Jerash,Bostra,5
High.Roman,Southern Levant,Southern Levant,Jerash,Esbus?,1
High.Roman,Southern Levant,Southern Levant,Jerash,Gerasa,11
High.Roman,Southern Levant,Southern Levant,Jerash,Philadelphia,1
High.Roman,Southern Levant,Southern Levant,Jerash,uncertain,28
High.Roman,Southern Levant,Southern Levant,Jerusalem,Caesarea,3
High.Roman,Southern Levant,Southern Levant,Jerusalem,Jerusalem,179
High.Roman,Southern Levant,Southern Levant,Jerusalem,uncertain,117
High.Roman,Southern Levant,Southern Levant,Masada,Ascalon,71
High.Roman,Southern Levant,Southern Levant,Masada,BethShean/Nysa,3
High.Roman,Southern Levant,Southern Levant,Masada,Bostra,1
High.Roman,Southern Levant,Southern Levant,Masada,Caesarea Maritima,24
High.Roman,Southern Levant,Southern Levant,Masada,Caesarea Maritima?,4
High.Roman,Southern Levant,Southern Levant,Masada,Jerash,2
High.Roman,Southern Levant,Southern Levant,Masada,Jerusalem,1213
High.Roman,Southern Levant,Southern Levant,Masada,Paneas,2
High.Roman,Southern Levant,Southern Levant,Masada,Paneas?,2
High.Roman,Southern Levant,Southern Levant,Masada,Petra,59
High.Roman,Southern Levant,Southern Levant,Masada,Samaria,1
High.Roman,Southern Levant,Southern Levant,Masada,Samaria-Sebaste,1
High.Roman,Southern Levant,Southern Levant,Masada,Tiberias,1
High.Roman,Southern Levant,Southern Levant,Masada,uncertain,2342
High.Roman,Southern Levant,Southern Levant,Nessana,Nabataea,7
High.Roman,Southern Levant,Southern Levant,Paneas,Caesarea,1
High.Roman,Southern Levant,Southern Levant,Paneas,Caesarea Paneas (Phillipi),1
High.Roman,Southern Levant,Southern Levant,Paneas,Nabataea,1
High.Roman,Southern Levant,Southern Levant,Paneas,Tiberias,1
High.Roman,Southern Levant,Southern Levant,Pella,Bostra,1
High.Roman,Southern Levant,Southern Levant,Pella,Gadara,1
High.Roman,Southern Levant,Southern Levant,Pella,Gerasa,1
High.Roman,Southern Levant,Southern Levant,Pella,Jerusalem,2
High.Roman,Southern Levant,Southern Levant,Pella,Nysa-Scythopolis,2
High.Roman,Southern Levant,Southern Levant,Pella,uncertain,11
High.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Caesarea,7
High.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Caesarea Paneas (Philippi),2
High.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Jerusalem,31
High.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Sepphoris,2
High.Roman,Southern Levant,Southern Levant,Qiryat Sefer,uncertain,4
High.Roman,Southern Levant,Southern Levant,Samaria,Ascalon,2
High.Roman,Southern Levant,Southern Levant,Samaria,Caesarea,8
High.Roman,Southern Levant,Southern Levant,Samaria,Gaba,1
High.Roman,Southern Levant,Southern Levant,Samaria,Gaza,2
High.Roman,Southern Levant,Southern Levant,Samaria,Gaza?,1
High.Roman,Southern Levant,Southern Levant,Samaria,Jerusalem,4
High.Roman,Southern Levant,Southern Levant,Samaria,Neapolis,5
High.Roman,Southern Levant,Southern Levant,Samaria,Palestine,131
High.Roman,Southern Levant,Southern Levant,Samaria,Petra,1
High.Roman,Southern Levant,Southern Levant,Samaria,Samaria (Sebaste),1
High.Roman,Southern Levant,Southern Levant,Samaria,uncertain,55
High.Roman,Southern Levant,Southern Levant,Si (Hauran),uncertain,117
High.Roman,Southern Levant,Southern Levant,Tel Anafa,Paneas,6
High.Roman,Southern Levant,Southern Levant,Tel Anafa,uncertain,2
High.Roman,Southern Levant,Southern Levant,Tel Jezreel,Caesarea?,1
High.Roman,Southern Levant,Southern Levant,Tel Jezreel,Nysa-Scythopolis,1
High.Roman,Southern Levant,Southern Levant,Tel Jezreel,Sepphoris,1
High.Roman,Southern Levant,Southern Levant,Tel Jezreel,uncertain,1
